country,points,price,region_1,winery,description
France,89.0,28.0,Ile de BeautÃ©,Yves Leccia,"This blend of Grenache and Niellucciu comes from vines that are up to 40 years old. It is a big, bold ripe and juicy wine, bursting with black plum and berry flavors. The wine is fruity enough to drink now, although it should age for at least 10 years."
France,86.0,21.0,CrÃ©mant d'Alsace,Klipfel,"This is a ripe wine with sugared strawberry flavor. There is ample acidity to balance this fresh wine, and a soft mousse on the finish."
US,87.0,32.0,Applegate Valley,SolÃ©na,"Chewy and tannic, this has plenty of barrel flavors, but is light on the fruit. Coffee, caramel and toasty components are all here, seeming to smother any ripe fruit that might fill out the middle."
US,84.0,24.0,Paso Robles,Cass,"Dark for a rosÃ© and rather full-bodied, this blush has pie-filling flavors of black cherries and red currants. It's simple and direct but tasty. Nice with ham, fresh fruit, or a shrimp salad with bitter greens and grapefruit."
Italy,93.0,58.0,Barbaresco,Produttori del Barbaresco,"Bold and full bodied, this opens with rather subtle aromas of chopped herb, dark-skinned berry and a whiff of star anise. The ripe palate is more expressive, doling out black raspberry, juicy morello cherry and baking spice set against a backbone of noble tannins."
US,87.0,38.0,Sta. Rita Hills,Liquid Farm,"Marked by brisk, cutting acidity, this Chardonnay is bone dry, with a steely, stony cut of mineral that's relieved by lemon and lime flavors. It's a severe wine by itself, but it should be food friendly."
US,90.0,45.0,Sta. Rita Hills,Bonaccorsi,"Shows exuberant fruit flavors of raspberries and cherries, with plenty of sweet, toasty oak. It's a fine wine, brisk in acidity and softly tannic, and lovely as it tastes now, it should gradually evolve in the bottle for several years."
US,85.0,10.0,Alexander Valley,Kirkland Signature,Smoke and baked plum notes provide flavor within this wine's easygoing structure and approachability.
Spain,88.0,19.0,Bierzo,Vinos de Arganza,"Baking-spice aromas are out front, followed by notes of chocolate, berry fruits and smoke. This feels ripe, tannic and chewy, while flavors of toast and spice accent blackberry fruit. Flavors of oak, mint, coffee and hard spices control a slightly hot finish."
US,86.0,25.0,Finger Lakes,Atwater,"Notes of violet petal and graham cracker crumb accent juicy red plum and cherry flavors on this full-bodied blend of Merlot and Cabernet Sauvignon. The tannins are coarse and a tad grippy, but they taper out nicely toward the finish."
Spain,87.0,19.0,PenedÃ¨s,Castellroig,"Briny citrus-peel aromas show a pyrazinic green side and a touch of corn tortilla. A somewhat dilute palate is bolstered by a shock of citric acidity, tasting of stone fruits and citrus. On the finish, early nectarine notes are replaced by briny flavors."
US,88.0,14.0,Clarksburg,The White Knight,"I like this wine a lot, even though it doesn't have Viognier's typical exotic richness. Bone dry, with mouth-tingling acidity and low alcohol, it shows citrus, coconut macaroon, apricot and spice flavors that finish with real complexity. The cool vintage definitely was kind to this inland, Delta appellation."
Australia,99.0,300.0,Rutherglen,Chambers Rosewood Vineyards,"This wine is dark brown in hue with a greenish-gold tint to its rim, providing clues to its advanced age. The aromas are nutty, with mossy notes of rancio filled out by sweet flavors of dried dates and figs. It's full bodied and unctuous in texture, without being overblown or heavy on the palate. The intense finish lingers forever?or at least until you give in and take another sip."
Italy,95.0,55.0,Chianti Classico,Monteraponi,"This stunning wine opens with a multifaceted fragrance of underbrush, leather, spice, woodland berries and violets, with a whiff of mint. The layered palate delivers a vibrant core of succulent black cherry accented with white pepper and balsamic herbs. It's still young and structured with forceful yet fine tannins so give it time to develop fully. Drink 2015??025."
France,94.0,90.0,Madiran,Vignobles Brumont,"There is great balance in this wine. It is poised between fresh black fruits and mature tannins, allying black-plum and damson fruitiness to the rich structure and dark texture. Still developing, as befits a 100% Tannat wine, it will really be ready to drink from 2018."
US,92.0,70.0,Dundee Hills,Domaine Serene,"Quite toasty, with deep scents of buttered nuts, this luscious wine delivers generous flavors of new barrels, ripe apples, pears and buttered popcorn, set against defining acids."
US,92.0,38.0,Sta. Rita Hills,Testarossa,"A stellar wine, this appellation blend rivals some of the Los Gatos-based winery's single vineyard expressions. Exotic dried apples, vanilla cream and popcorn pop on the nose, while there palate's extreme acidity and explosiveness freshness demands immediate enjoyment. Butter-seared apples, grapefruit pith and a touch of flint round out the flavors."
Italy,87.0,36.0,Taurasi,I Capitani,"This jammy wine doles out overripe plum and mature dark-berry fruit, layered with a melted chocolate sensation. Warm and evolved, it has an almost sugary-sweet palate that's shy on freshness."
France,89.0,45.0,Champagne,Legras & Haas,This is a fruity crisp wine that is finely balanced. It has a dry edge to it of bright white and citrus fruits along with a floral character that is enticing and open. The wine is lively and ready to drink.
US,87.0,30.0,Naches Heights,Wilridge,"Aromatically intriguing, this carries suggestions of sour cherry, umami and fresh tobacco. The palate brings medium-bodied cranberry and cherry flavors. It doesn't have the tannic structure that this variety is known for but there is still plenty to enjoy."
Italy,94.0,55.0,Brunello di Montalcino,San Polino,"Soft, plush and modern, this is a superstar Brunello with all the qualities we love in this gorgeous category of wine. Made from organically farmed fruit, it offers amazing intensity and determination with aromas of spice, blackberry and currants. The texture is smooth and silky and the tannins offer a solid backbone."
US,89.0,36.0,Columbia Valley (WA),Basel Cellars,"100% varietal, this wine exhibits aromas of dried herb, cigar box, and cherry. The flavors are tart, light and elegant, harmonizing on the finish."
France,90.0,15.0,CrÃ©mant de Loire,Domaine du Petit Clocher,"Aged, like so many Loire sparkling wines, in the caves of Saumur, this is a rich wine. It has a nutty charm as well as ripe apple and white stone-fruit flavors. Its acidity is finely integrated giving a smooth wine. It is ready to drink."
US,91.0,15.0,Columbia Valley (WA),Jones of Washington,"Honeysuckle scents and ripe, fresh fruit flavors run from grapefruit on into tropical. This was fermented in Hungarian puncheons, picking up just a hint of toast along the way. Clean and quite delicious."
France,93.0,124.0,Champagne,Jean Milan,"To celebrate the family's 150th anniversary (founded in 1864), the Milans have released two Champagnes, half fermented in wood the other half in tank. The result for this Blanc de Blancs is a full wine, with a future that will bring out richness as well as a tight, mineral structure with just a hint of toast."
US,83.0,18.0,Central Coast,Clos La Chance,"An average, slightly raw Syrah, with edgy tannins that finish with a bit of a scowl. Packed inside are blackberry, currant, cocoa, pepper and herb flavors."
US,88.0,35.0,Wahluke Slope,Lobo Hills,"This blend of 67% Stonetree Vineyard Syrah and 33% Arianses Vineyard Cabernet Sauvignon. delivers vanilla, baking spice and dried cherry notes. Its fruit flavors are sweet but seem dried out. Drink now."
US,89.0,24.0,California,Naggiar,"Citrus and light herb aromas turn to slightly more buttery, spicy flavors in this medium-bodied well-balanced wine. It has a good sense of richness in the mouthfeel along with hints of vanilla, cream and almond flavors to complement the fruit notes."
Italy,86.0,43.0,Barolo,Raineri Gianmatteo,"This opens with aromas of French oak, toast, menthol and coconut while the lean palate offers mint and a hint of dark spice. It lacks fruit richness while bracing tannins grip the finish."
US,89.0,23.0,Finger Lakes,Red Tail Ridge,"BlaufrÃ¤nkisch, also known as Lemberger, has found a happy home in the Finger Lakes, and this example from winemaker Nancy Irelan is striking. Tart Morello cherry is accented by cool swathes of fresh herbs and a touch of smoked nuts. It's concentrated and robust, yet elegantly composed. Soft tannins trace a moderately long finish."
US,90.0,25.0,Wahluke Slope,Locus,"Cocoa, vanilla and baking spice aromas lead off this wine, along with plum. On the palate rich, textured dark fruit flavors intermingle with barrel spices. The fruit and oak have equal footing."
Spain,87.0,18.0,MÃ¡laga,Jorge OrdÃ³Ã±ez & Co.,"Floral white-fruit aromas come with a pyrazinic scent of sweat. This feels solid, with modest acidity. Candied flavors of mango, lychee and melon blend with pyrazine-driven notes of grape skins and bitterness."
US,88.0,40.0,Russian River Valley,Moshin,"High in perceptible acidity, this wine leans savory in rhubarb, cranberry and a twist of sour cherry, adding in clove and black pepper behind the scenes. Light-bodied, it's soft and table-ready."
US,91.0,65.0,Horse Heaven Hills,Double Canyon,"High-toned aromas of cocoa, toast, mixed green herb and dark fruit lead to tart cherry and cranberry flavors that bring a pucker factor. It shows a very lovely sense of balance that keeps the interest high. Give it some additional time in bottle or a short decant."
US,91.0,50.0,Columbia Valley (WA),Chester Kidder,"This wine is a blend of Cabernet Sauvignon (66%), Syrah (23%) and Petit Verdot. Aromas of violets, black licorice, dried blackberries and dark fruit are followed by ripe, full-bodied dark fruit and baking-spice flavors. The tannins pack a hefty but still well-balanced punch."
Spain,87.0,6.0,Campo de Borja,Borsao,"A steal for six bucks; the nose is floral and black, but under control. Meanwhile, the palate is bouncy, round and balanced, with juicy black plum and wild berry flavors. Clean and solid."
France,86.0,12.0,CÃ´tes de Gascogne,FranÃ§ois Lurton,"Floral, fruity wine, very herbaceous in a New Zealand intense style. Grapefruit and melon give the wine great freshness. It's ready to drink."
US,86.0,35.0,Sonoma Coast,Prosper,"This brushy, foresty wine offers big, ripe blackberry and cherry flavor around a smoky core of oak."
France,91.0,25.0,CÃ´tes de Provence,ChÃ¢teau la Gordonne,"Complex and rich, it has ripe red fruits that are full of sweetness as well as some fresher acidity. With red plum, minerality and vanilla, it can age for a few months. Wait until 2015."
US,85.0,40.0,Alexander Valley,Byington,"This wine is both intensely ripe and veering on sugary, while not offering much in terms of body. It becomes somewhat flat on the finish."
US,86.0,49.0,Diamond Mountain District,A.S. Kiken,"A good but average red wine for drinking now. Shows ripe berry, cherry, currant, licorice and spice flavors, with edgy tannins that are a little scoury. Drink up."
